"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","CENTRAL","40","WOODFORD","203","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","122,000",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","CENTRAL","40","WOODFORD","203","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","183.6",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","EAST","50","CHAMPAIGN","019","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","275,000",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","EAST","50","CHAMPAIGN","019","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","180.8",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","EAST","50","FORD","053","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","137,500",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","EAST","50","FORD","053","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","168.6",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","EAST","50","IROQUOIS","075","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","306,000",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","EAST","50","IROQUOIS","075","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","152.6",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","EAST","50","LIVINGSTON","105","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","267,500",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","EAST","50","LIVINGSTON","105","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","178.8",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","EAST","50","OTHER (COMBINED) COUNTIES","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","353,500",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","EAST","50","OTHER (COMBINED) COUNTIES","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","168.9",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","EAST","50","PIATT","147","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","132,500",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","EAST","50","PIATT","147","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","199.7",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","EAST SOUTHEAST","70","CLAY","025","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","65,500",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","EAST SOUTHEAST","70","CLAY","025","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","140.5",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","EAST SOUTHEAST","70","COLES","029","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","118,500",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","EAST SOUTHEAST","70","COLES","029","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","184",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","EAST SOUTHEAST","70","CRAWFORD","033","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","78,000",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","EAST SOUTHEAST","70","CRAWFORD","033","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","146.3",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","EAST SOUTHEAST","70","CUMBERLAND","035","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","66,200",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","EAST SOUTHEAST","70","CUMBERLAND","035","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","161.6",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","EAST SOUTHEAST","70","DOUGLAS","041","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","115,500",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","EAST SOUTHEAST","70","DOUGLAS","041","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","193.6",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","EAST SOUTHEAST","70","EFFINGHAM","049","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","82,600",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","EAST SOUTHEAST","70","EFFINGHAM","049","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","173.9",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","EAST SOUTHEAST","70","FAYETTE","051","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","98,900",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","EAST SOUTHEAST","70","FAYETTE","051","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","166.2",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","EAST SOUTHEAST","70","JASPER","079","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","98,500",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","EAST SOUTHEAST","70","JASPER","079","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","174",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","EAST SOUTHEAST","70","LAWRENCE","101","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","70,900",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","EAST SOUTHEAST","70","LAWRENCE","101","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","155.2",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","EAST SOUTHEAST","70","MARION","121","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","65,600",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","EAST SOUTHEAST","70","MARION","121","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","153.1",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","EAST SOUTHEAST","70","MOULTRIE","139","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","87,600",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","EAST SOUTHEAST","70","MOULTRIE","139","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","189.4",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","EAST SOUTHEAST","70","OTHER (COMBINED) COUNTIES","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","313,700",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","EAST SOUTHEAST","70","OTHER (COMBINED) COUNTIES","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","169.3",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","EAST SOUTHEAST","70","SHELBY","173","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","167,500",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","EAST SOUTHEAST","70","SHELBY","173","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","174.9",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHEAST","20","BOONE","007","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","64,700",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHEAST","20","BOONE","007","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","179",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHEAST","20","COOK","031","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","1,000",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHEAST","20","COOK","031","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","174",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHEAST","20","DE KALB","037","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","157,000",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHEAST","20","DE KALB","037","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","188.8",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHEAST","20","GRUNDY","063","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","85,700",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHEAST","20","GRUNDY","063","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","164",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHEAST","20","KANE","089","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","56,300",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHEAST","20","KANE","089","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","175.8",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHEAST","20","KENDALL","093","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","60,200",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHEAST","20","KENDALL","093","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","192.2",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHEAST","20","LA SALLE","099","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","250,000",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHEAST","20","LA SALLE","099","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","175.8",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHEAST","20","LAKE","097","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","4,900",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHEAST","20","LAKE","097","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","129",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHEAST","20","OTHER (COMBINED) COUNTIES","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","143,200",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHEAST","20","OTHER (COMBINED) COUNTIES","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","164.6",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHWEST","10","BUREAU","011","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","213,500",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHWEST","10","BUREAU","011","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","179.9",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHWEST","10","CARROLL","015","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","133,000",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHWEST","10","CARROLL","015","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","206.1",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHWEST","10","HENRY","073","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","197,000",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHWEST","10","HENRY","073","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","187",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHWEST","10","JO DAVIESS","085","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","102,000",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHWEST","10","JO DAVIESS","085","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","188.9",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHWEST","10","LEE","103","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","211,500",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHWEST","10","LEE","103","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","181.4",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHWEST","10","MERCER","131","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","138,500",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHWEST","10","MERCER","131","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","188.1",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHWEST","10","OGLE","141","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","210,000",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHWEST","10","OGLE","141","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","191.2",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHWEST","10","OTHER (COMBINED) COUNTIES","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","94,500",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHWEST","10","OTHER (COMBINED) COUNTIES","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","174.3",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHWEST","10","STEPHENSON","177","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","166,000",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHWEST","10","STEPHENSON","177","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","195.6",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHWEST","10","WHITESIDE","195","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","192,000",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHWEST","10","WHITESIDE","195","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","192",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHWEST","10","WINNEBAGO","201","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","83,000",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","NORTHWEST","10","WINNEBAGO","201","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","191.8",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","SOUTHEAST","90","FRANKLIN","055","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","26,300",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","SOUTHEAST","90","FRANKLIN","055","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","135.6",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","SOUTHEAST","90","GALLATIN","059","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","64,500",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","SOUTHEAST","90","GALLATIN","059","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","166.4",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","SOUTHEAST","90","JEFFERSON","081","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","30,400",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","SOUTHEAST","90","JEFFERSON","081","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","129.3",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","SOUTHEAST","90","MASSAC","127","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","22,600",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","SOUTHEAST","90","MASSAC","127","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","155.6",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","SOUTHEAST","90","OTHER (COMBINED) COUNTIES","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","245,900",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","SOUTHEAST","90","OTHER (COMBINED) COUNTIES","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","146.5",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","SOUTHEAST","90","WABASH","185","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","44,500",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","SOUTHEAST","90","WABASH","185","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","156.2",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","SOUTHEAST","90","WHITE","193","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","74,800",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","SOUTHEAST","90","WHITE","193","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","171.9",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","SOUTHWEST","80","ALEXANDER","003","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","3,500",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","SOUTHWEST","80","ALEXANDER","003","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","144.2",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","SOUTHWEST","80","CLINTON","027","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","87,100",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","SOUTHWEST","80","CLINTON","027","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","181.9",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","SOUTHWEST","80","JACKSON","077","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","27,300",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","SOUTHWEST","80","JACKSON","077","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","150.7",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","SOUTHWEST","80","MONROE","133","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","37,100",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","SOUTHWEST","80","MONROE","133","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","153.8",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","SOUTHWEST","80","OTHER (COMBINED) COUNTIES","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","44,000",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","SOUTHWEST","80","OTHER (COMBINED) COUNTIES","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","124.5",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","SOUTHWEST","80","PULASKI","153","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","13,800",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","SOUTHWEST","80","PULASKI","153","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","180.1",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","SOUTHWEST","80","RANDOLPH","157","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","54,200",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","SOUTHWEST","80","RANDOLPH","157","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","144.4",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","SOUTHWEST","80","ST CLAIR","163","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","85,900",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","SOUTHWEST","80","ST CLAIR","163","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","184.4",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","SOUTHWEST","80","UNION","181","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","8,400",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","SOUTHWEST","80","UNION","181","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","130.9",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","SOUTHWEST","80","WASHINGTON","189","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","86,600",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","SOUTHWEST","80","WASHINGTON","189","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","167.4",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","SOUTHWEST","80","WILLIAMSON","199","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","15,100",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","SOUTHWEST","80","WILLIAMSON","199","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","145.4",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","WEST","30","ADAMS","001","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","133,000",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","WEST","30","ADAMS","001","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","168.1",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","WEST","30","FULTON","057","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","129,500",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","WEST","30","FULTON","057","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","175.8",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","WEST","30","HENDERSON","071","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","91,500",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","WEST","30","HENDERSON","071","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","193.2",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","WEST","30","KNOX","095","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","155,500",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","WEST","30","KNOX","095","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","196.2",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","WEST","30","MCDONOUGH","109","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","136,000",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","WEST","30","MCDONOUGH","109","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","188.8",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","WEST","30","OTHER (COMBINED) COUNTIES","","","","00000000","","CORN","CORN - ACRES PLANTED","TOTAL","NOT SPECIFIED","191,200",""
"SURVEY","2019","YEAR","","COUNTY","ILLINOIS","17","WEST","30","OTHER (COMBINED) COUNTIES","","","","00000000","","CORN","CORN, GRAIN - YIELD, MEASURED IN BU / ACRE","TOTAL","NOT SPECIFIED","168.9",""
